FileName,Label,Dataset,SNR_999
AS_20190823_7YCEIY.wav,0,AS,8.82425737510619
AS_20190823_9H34N3.wav,0,AS,9.32432808471386
AS_20190823_JO5LSG.wav,0,AS,10.2381287981327
AS_20190823_KMRF7F.wav,0,AS,9.44481452100069
AS_20190824_84PDTA.wav,0,AS,8.07008701125795
AS_20190824_9BHV4O.wav,0,AS,8.92927490027422
AS_20190824_G0EYWK.wav,0,AS,7.36767091787482
AS_20190824_NMWJ26.wav,0,AS,8.02365065806013
AS_20190824_NOBH6R.wav,0,AS,9.41356125653729
AS_20190824_RRWHWU.wav,0,AS,8.2442611078607
AS_20190824_SJ2LHQ.wav,0,AS,11.8448636283398
AS_20190825_0UP5QT.wav,0,AS,7.71861792385002
AS_20190825_2Q1VWU.wav,1,AS,7.94358344681226
AS_20190825_8KDIAR.wav,0,AS,11.2847497765927
AS_20190825_A9KF1P.wav,0,AS,8.15804063245464
AS_20190825_GDGUUJ.wav,0,AS,8.25228702139953
AS_20190825_S1MPAR.wav,1,AS,7.96552041581221
AS_20190825_W0PBAU.wav,0,AS,8.02607139929625
AS_20190826_3RUIOA.wav,0,AS,10.2909740977083
AS_20190827_02TYX2.wav,0,AS,9.02965945542818
AS_20190827_0RRIVT.wav,0,AS,11.4441143839244
AS_20190827_1TEAMO.wav,0,AS,9.63643532503323
AS_20190827_4FJKLS.wav,0,AS,10.0182317682762
AS_20190827_5LX5O4.wav,0,AS,10.386940459671
AS_20190827_8BTK4H.wav,0,AS,9.36209910876313
AS_20190827_9XSPRR.wav,0,AS,9.99389041038934
AS_20190827_ASS47E.wav,0,AS,11.0295458555701
AS_20190827_C2OP6W.wav,0,AS,9.27957697296263
AS_20190827_E1V5N2.wav,0,AS,9.72178310115836
AS_20190827_I37KSD.wav,0,AS,9.58255062171413
AS_20190827_K33PJS.wav,0,AS,10.018133457439
AS_20190827_KC263G.wav,0,AS,10.6561519489558
AS_20190827_LINCTQ.wav,0,AS,9.71294771206543
AS_20190827_OZITJI.wav,0,AS,10.652173830183
AS_20190827_PBVEGT.wav,0,AS,8.35999755111859
AS_20190827_QY038V.wav,0,AS,10.7488045168312
AS_20190827_SYZSA3.wav,0,AS,10.280328827997
AS_20190827_U33B9J.wav,0,AS,10.3315518783625
AS_20190827_UR7ZMS.wav,0,AS,10.06531049175
AS_20190827_WPNF8W.wav,0,AS,11.4333329505949
AS_20190827_ZFVSGF.wav,0,AS,10.3294550454818
AS_20190827_ZJ63R2.wav,0,AS,9.0605033171112
AS_20190828_GSG8Y6.wav,0,AS,10.4227144681318
AS_20190828_KGRUI2.wav,0,AS,11.795151047528
AS_20190828_N4Q5JU.wav,0,AS,10.3526171950608
AS_20190828_NP97BX.wav,0,AS,10.8843853934274
AS_20190828_P36QSF.wav,0,AS,11.0711368757567
AS_20190828_QT4FDN.wav,0,AS,11.8376694463851
AS_20190828_RSPRQH.wav,0,AS,11.3635838945238
AS_20190828_SSLRX0.wav,0,AS,11.7470594270114
AS_20190828_UBPD9J.wav,0,AS,10.1150041877569
AS_20190828_UY0IPQ.wav,0,AS,10.2027485295815
AS_20190828_WL8Y5A.wav,0,AS,10.6765129867441
AS_20190828_WQTWZF.wav,0,AS,9.80537782964736
AS_20190828_YSXUZ7.wav,0,AS,10.3800821162706
AS_20190901_9A7JU6.wav,0,AS,9.97865136147748
AS_20190901_BNFCX3.wav,0,AS,8.96747546892053
AS_20190901_JTX6XC.wav,0,AS,9.86277085679125
AS_20190901_QEA8FL.wav,0,AS,9.00807967579045
AS_20190901_Y63A1N.wav,0,AS,11.3566197719135
AS_20190902_10C88N.wav,0,AS,9.88208055050016
AS_20190902_B0WFBH.wav,0,AS,9.50600626472426
AS_20190902_B9SYUK.wav,1,AS,30.7666258470187
AS_20190902_BABYDP.wav,0,AS,8.40297136866418
AS_20190902_JPY5J8.wav,0,AS,9.12164072882254
AS_20190903_4NSUUC.wav,0,AS,9.82830085303275
AS_20190903_9EIDEX.wav,0,AS,14.2020611943996
AS_20190903_FIYRCH.wav,0,AS,10.2261847578016
AS_20190903_UYWDJL.wav,0,AS,9.76198105532441
AS_20190903_WG1L85.wav,0,AS,9.90392350192413
AS_20190903_YQZBRM.wav,0,AS,10.2934449221761
AS_20190904_1RJ79M.wav,0,AS,12.613718835241
AS_20190904_JRQ5G8.wav,0,AS,11.1698288809428
AS_20190904_QNHMNG.wav,0,AS,12.0242088211491
AS_20190904_W0DKG3.wav,0,AS,9.17727564355166
AS_20190917_1OBQF1.wav,1,AS,8.27128317245607
AS_20190917_2CYV2O.wav,1,AS,7.95346177411982
AS_20190917_3C5987.wav,1,AS,6.95279983635353
AS_20190917_92XTTA.wav,0,AS,7.75165349587524
AS_20190917_ANYI7X.wav,1,AS,7.60898133736699
AS_20190917_C81ZEH.wav,1,AS,8.98423250886451
AS_20190917_HCTAR6.wav,1,AS,8.29082340552131
AS_20190917_J38XNG.wav,1,AS,8.14725180003612
AS_20190917_K70F28.wav,1,AS,8.07036200475763
AS_20190917_NDL3NH.wav,1,AS,7.09944644423569
AS_20190917_QX93F7.wav,0,AS,8.98966507873653
AS_20190917_UN124E.wav,0,AS,7.50037822199659
AS_20190917_VKF7TO.wav,0,AS,8.13325716418427
AS_20190917_XE2RCT.wav,1,AS,8.15982455651558
AS_20190917_Y37LXN.wav,0,AS,8.79747773528978
AS_20190917_Z63LY2.wav,1,AS,8.57523285297079
AS_20190917_ZS3LIB.wav,1,AS,7.462312300016
AS_20190919_0GZLXR.wav,1,AS,12.3854059188941
AS_20190919_45KWE8.wav,1,AS,12.5200753021223
AS_20190919_5BZSAB.wav,0,AS,30.2592150604231
AS_20190919_5ILYFK.wav,1,AS,13.0732372285887
AS_20190919_5UOWD5.wav,0,AS,12.0055131078475
AS_20190919_5ZZQ0F.wav,1,AS,10.6996840094961
AS_20190919_A1UFV6.wav,1,AS,16.1250418062808
AS_20190919_BORC9O.wav,1,AS,9.89596161627529
AS_20190919_ENUKD4.wav,0,AS,13.1402358998059
AS_20190919_EZ67IQ.wav,1,AS,12.0565002646625
AS_20190919_GTOJV0.wav,1,AS,10.9418243931289
AS_20190919_HFZ59E.wav,0,AS,11.9064315310315
AS_20190919_I3HP8P.wav,1,AS,11.6797170090724
AS_20190919_ICL15S.wav,0,AS,11.7383883842806
AS_20190919_L8QCTM.wav,1,AS,12.4446035250816
AS_20190919_LD6DUM.wav,0,AS,13.6024300300103
AS_20190919_LXBAWD.wav,1,AS,9.88000923498581
AS_20190919_M32O7S.wav,1,AS,10.3952786238738
AS_20190919_PCGMY3.wav,1,AS,11.2826771548786
AS_20190919_TH6RGH.wav,1,AS,9.62223186598295
AS_20190919_W3UOGK.wav,1,AS,13.5898215656714
AS_20190919_W4DAE3.wav,1,AS,10.693598151056
AS_20190919_Z4FV67.wav,0,AS,11.8114337970564
AS_20190920_29B8WY.wav,0,AS,12.3461577952462
AS_20190920_2LW7B8.wav,0,AS,11.0472776293443
AS_20190920_I442SL.wav,0,AS,10.9783270069026
AS_20190920_MBVUTM.wav,0,AS,11.7624255626118
AS_20190920_PVZ9C8.wav,0,AS,11.7548026925343
AS_20190920_QE92CY.wav,0,AS,13.2693731279333
AS_20190920_RNC2VM.wav,0,AS,10.8524877180566
AS_20190920_TWSA36.wav,0,AS,11.5232502304894
AS_20190920_W7O2Y4.wav,0,AS,11.5800046666132
AS_20190920_ZJKRCL.wav,0,AS,13.041591259807
AS_20190922_FUX2TI.wav,0,AS,8.95160468164125
AS_20190922_RWW0E2.wav,0,AS,9.44188656922129
AS_20190922_UHHSAH.wav,0,AS,9.15482429538914
AS_20190923_OQKPAE.wav,0,AS,9.11423005336851
AS_20190928_JN0034.wav,1,AS,8.2272014655301
AS_20190928_PBY94W.wav,1,AS,8.69994832316383
AS_20190928_Q1IOD6.wav,1,AS,8.38450353850579
AS_20190928_T52OCO.wav,1,AS,7.67833370728995
AS_20190930_HDAOH2.wav,0,AS,11.7549161336672
AS_20191001_DZYTB6.wav,0,AS,13.1992359429693
AS_20191001_K4OYCU.wav,0,AS,10.6195732909231
AS_20191001_PCTZ1S.wav,0,AS,10.9247020570875
AS_20191001_PGLDD9.wav,0,AS,9.32040090527789
AS_20191001_S1YG44.wav,0,AS,10.8594577931571
AS_20191001_Y3NIYM.wav,0,AS,10.9467490026953
AS_20191004_7PMDOT.wav,0,AS,12.1751921525095
AS_20191004_7R24X1.wav,0,AS,11.4984340427792
AS_20191004_85FMK3.wav,0,AS,11.4773385097535
AS_20191004_8U6F49.wav,0,AS,9.86836125821675
AS_20191004_DU617F.wav,0,AS,13.8237282129517
AS_20191004_G8BNKG.wav,0,AS,10.5895202379958
AS_20191004_HYRT72.wav,0,AS,11.151964940879
AS_20191004_LAANCC.wav,0,AS,13.2117452413954
AS_20191004_MD4IVD.wav,0,AS,10.7898530723895
AS_20191004_NT4LG5.wav,0,AS,11.3882681459847
AS_20191004_V3LRBK.wav,0,AS,9.50675424710761
AS_20191004_V8PEJD.wav,0,AS,10.7372656419957
AS_20191004_XN347D.wav,0,AS,11.7376053368602
AS_20191005_FN7W4K.wav,0,AS,13.1588613688103
AS_20191005_J3ZADR.wav,0,AS,13.139599734674
AS_20191013_01FV4V.wav,1,AS,9.21589167873118
